"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"120","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.887439319,-81.89174213,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5242057
"121","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.375849998,-83.1099,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",5242472
"122","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,35.2,-82.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Dupont State Forest - Tom Creek Bog","public",5242480
"123","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,34.992301404,-83.104036019,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5340650
"124","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,34.9,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee SP - Tamassee Knob","public",5340651
"125","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.35694269,-82.815483683,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340653
"126","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.367093788,-82.835742769,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340663
"127","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.093892124,-83.51866388,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Runaway Knob","public",5340664
"128","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.104105232,-82.127382163,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roan Mountain","public",5340666
"129","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.092937826,-82.145073097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roan Mountain","public",5340667
"130","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.933136827,-81.893586823,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340668
"131","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.913385993,-81.894361492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340669
"132","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.342492466,-82.876006487,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340670
"133","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.365642578,-82.853980026,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340671
"134","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.036837578,-83.28620173,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",5340673
"135","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,36.39602451,-80.27781884,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hanging Rock State Park; Location was chosen to capture Chestnut Oak forest and because Bob told us to put it here.","public",5340675
"136","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.946622749,-81.725860046,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Loose Mountain","public",5340676
"137","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.10208818,-81.809368171,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",5340678
"138","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.851583684,-81.91193771,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340679
"139","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.899890319,-81.890552437,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340680
"140","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.851631532,-81.905625852,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340681
"141","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.42884579,-82.85366658,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340682
"142","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.418735148,-83.997033688,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5340683
"143","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.406254016,-83.998773224,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5340684
"144","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.365809232,-83.957664678,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5340685
"145","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.005174558,-83.142294758,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5340686
"146","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,34.990467317,-83.081757467,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5340687
"147","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.3,-83.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Blowing Spring","public",5340688
"148","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.286268179,-83.486857704,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",5340690
"149","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.321141418,-83.519848796,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",5340691
"150","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.353319659,-82.776688506,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pink Beds","public",5340692
"151","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.433591358,-82.237548034,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chimney Rock Park","public",5340693
"152","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","0.5","cm",NA,35.76330354,-78.68625356,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Lake Raleigh; Old hardwood stand on SE slopes of Lake Raleigh.  Able to access area off of Trailwood Rd.","public",5340694
"153","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","3.75","cm",NA,35.302377092,-81.088951504,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Catawba River - Redlair Tract; Location chosen for Acer leucoderme forest.","public",5340696
"154","Rhododendron","Rhododendron canescens","diameter at breast height (1.3 m)","48","cm",NA,33.814072072,-80.76897632,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",5432479
"155","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.013899008,-83.141552495,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5438813
"156","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.399303069,-82.272900009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",5438814
"157","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.36438122,-83.934946083,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5438790
"158","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.759328231,-82.166988217,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Beartree Ridge","public",5438792
"159","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.832203386,-81.899425689,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5438793
"160","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.323449372,-82.894596619,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Flat Laurel Creek","public",5438794
"161","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.885843713,-81.888068062,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5438795
"162","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.917665986,-81.900727458,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5438796
"163","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.353172506,-82.879114817,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5438797
"164","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.431374664,-83.988912616,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5438800
"165","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5438801
"166","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.00546126,-83.068862733,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5438802
"167","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.29170309,-83.039078775,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Rich Mountain","public",5438803
"168","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.428665702,-81.380265002,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",5438805
"169","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.433729983,-81.381828331,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",5438806
"170","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.399303069,-82.272900009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",5438807
"171","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36,-82.7,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - White Oak Flats","public",5438808
"172","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.330585629,-81.65485194,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",5438810
"173","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.359017789,-82.833248654,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5438811
"174","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.273343077,-82.236998074,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Tryon Mountain","public",5438815
"175","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.389716669,-83.105633334,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",5439210
"176","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,34.98557274,-83.133951002,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5536932
"177","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.27054941,-82.291244423,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Green River Game Land","public",5539094
"178","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.885580638,-81.887067994,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5539095
"179","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.838173434,-81.896835854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5547116
"180","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","0.5","cm",NA,35.313553831,-83.520161949,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",5547117
"181","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5547118
"182","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.380116391,-83.969632315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5547119
"183","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.379964627,-83.975789651,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5547120
"184","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.03854,-83.53039,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Mountain","public",5547121
"185","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.26938216,-82.239004767,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Tryon Mountain","public",5547122
"186","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,36.460795913,-81.488928147,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",5547123
"187","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.913713293,-81.88671788,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5547124
"188","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.914018113,-81.882066389,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5547125
"189","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.036688376,-83.181614622,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Fodderstacks","public",5547126
